IncidentNumber,CalYear,PropertyCategory,IncGeo_WardCode,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround
008828-21012018,2018,Dwelling,E05011250,Newbury,545350,188450,Ilford
008839-21012018,2018,Dwelling,E05009382,SHACKLEWELL,533550,185550,Stoke Newington
008878-21012018,2018,Dwelling,E05013509,Roundwood,521450,184850,Willesden
008888-21012018,2018,Other Residential,E05013806,St. James's,529850,179250,Lambeth
008937-21012018,2018,Dwelling,E05011489,Woodside,534650,167150,Woodside
008972-22012018,2018,Dwelling,E05013716,Brockley,536650,176450,New Cross
009058-22012018,2018,Dwelling,E05011485,South Norwood,534350,168450,Woodside
009060-22012018,2018,Dwelling,E05013732,Telegraph Hill,535750,175950,New Cross
009071-22012018,2018,Dwelling,E05014096,Brixton North,531450,176050,Brixton
009109-22012018,2018,Dwelling,E05013503,Kilburn,525350,182950,Paddington
009112-22012018,2018,Dwelling,E05011229,St. Mary's & St. James,548350,173450,Bexley
009197-22012018,2018,Dwelling,E05009376,HOMERTON,535250,184950,Homerton
009209-22012018,2018,Dwelling,E05014025,Trinity,528150,172950,Tooting
009214-22012018,2018,Dwelling,E05009331,St. Peter's,534550,182750,Bethnal Green
009219-22012018,2018,Dwelling,E05013591,Hermitage & Gardens,532650,188350,Tottenham
009227-22012018,2018,Dwelling,E05013599,South Tottenham,533850,189050,Tottenham
009229-22012018,2018,Dwelling,E05013602,Tottenham Hale,534650,189650,Tottenham
009232-22012018,2018,Dwelling,E05013929,Berrylands,519250,167850,Surbiton
009236-22012018,2018,Dwelling,E05014019,Shaftesbury & Queenstown,529150,176950,Clapham
009245-22012018,2018,Dwelling,E05011479,Selhurst,531950,166750,Croydon
009253-22012018,2018,Dwelling,E05014090,Thamesmead Moorings,546350,180150,Plumstead
009317-22012018,2018,Dwelling,E05014017,Roehampton,521650,174150,Wandsworth
009337-22012018,2018,Dwelling,E05013622,Hounslow Heath,513150,175150,Heston
009338-22012018,2018,Dwelling,E05013548,Harrow Weald,515350,191050,Stanmore
009357-22012018,2018,Dwelling,E05011224,East Wickham,544850,175850,Eltham
009361-22012018,2018,Dwelling,E05013707,Junction,529250,186350,Kentish Town
009430-23012018,2018,Dwelling,E05011244,Goodmayes,546450,186350,Ilford
009431-23012018,2018,Dwelling,E05013577,Ruislip,508750,187250,Ruislip
009451-23012018,2018,Dwelling,E05014105,Kennington,531550,178950,Lambeth
009457-23012018,2018,Dwelling,E05009386,VICTORIA,535350,183950,Homerton
009518-23012018,2018,Dwelling,E05013979,Rainham & Wennington,552250,182150,Wennington
009526-23012018,2018,Dwelling,E05013668,Regent's Park,529150,183650,Euston
009597-23012018,2018,Dwelling,E05014030,West Putney,523450,174650,Wandsworth
009599-23012018,2018,Dwelling,E05011468,Fairfield,532650,165350,Croydon
009612-23012018,2018,Dwelling,E05009373,HACKNEY DOWNS,534250,186450,Stoke Newington
009633-23012018,2018,Dwelling,E05013726,Lee Green,539750,174750,Lee Green
009653-23012018,2018,Dwelling,E05013579,South Ruislip,511750,186150,Northolt
009688-23012018,2018,Dwelling,E05013692,Southgate,529650,194950,Southgate
009706-23012018,2018,Other Residential,E05013816,Hillside,524550,170550,Wimbledon
009722-24012018,2018,Dwelling,E05009326,Limehouse,536650,180750,Poplar
009734-24012018,2018,Dwelling,E05014000,Mottingham,542450,171850,Eltham
009786-24012018,2018,Dwelling,E05013663,Kentish Town North,529250,185250,Kentish Town
009802-24012018,2018,Dwelling,E05013503,Kilburn,525350,183150,Paddington
009808-24012018,2018,Dwelling,E05013793,Bayswater,525550,181450,Paddington
009858-24012018,2018,Dwelling,E05013927,West Ham,539450,183750,Stratford
009933-24012018,2018,Dwelling,E05011463,Addiscombe West,533450,166550,Woodside
009938-24012018,2018,Dwelling,E05013518,Central Greenford,514450,182750,Southall
009988-24012018,2018,Dwelling,E05013631,Childs Hill,525350,187850,Hendon
010020-24012018,2018,Dwelling,E05013652,Belsize,527350,185050,Kentish Town
010025-24012018,2018,Dwelling,E05013703,Finsbury Park,531250,187050,Holloway
010065-24012018,2018,Dwelling,E05013979,Rainham & Wennington,553650,183250,Wennington
010076-24012018,2018,Dwelling,E05011484,South Croydon,532550,164350,Croydon
010078-24012018,2018,Dwelling,E05013613,Feltham North,510650,173650,Feltham
010092-24012018,2018,Dwelling,E05009401,QUEEN'S GATE,525850,179650,Kensington
010102-24012018,2018,Dwelling,E05009332,Shadwell,535050,180850,Shadwell
010109-24012018,2018,Dwelling,E05013712,Tollington,530550,187050,Holloway
010213-25012018,2018,Dwelling,E05011249,Monkhams,540450,193750,Woodford
010241-25012018,2018,Dwelling,E05013544,Centenary,517150,190250,Stanmore
010277-25012018,2018,Dwelling,E05013701,Canonbury,532950,184750,Islington
010282-25012018,2018,Dwelling,E05011479,Selhurst,533050,167450,Croydon
010369-25012018,2018,Dwelling,E05009368,CAZENOVE,534050,186750,Stoke Newington
010381-25012018,2018,Other Residential,E05014095,Brixton Acre Lane,530750,175150,Brixton
010392-25012018,2018,Dwelling,E05009326,Limehouse,536950,180850,Poplar
010414-25012018,2018,Dwelling,E05013536,South Acton,520050,180350,Acton
010436-25012018,2018,Dwelling,E05013808,West End,529050,181750,Euston
010464-25012018,2018,Dwelling,E05013605,Woodside,530650,191550,Southgate
010489-25012018,2018,Dwelling,E05013665,Kilburn,526150,183950,West Hampstead
010500-25012018,2018,Dwelling,E05013523,Greenford Broadway,513150,183150,Southall
010518-25012018,2018,Dwelling,E05013686,New Southgate,528750,192250,Southgate
010563-26012018,2018,Dwelling,E05011217,Barnehurst,550050,176050,Bexley
010693-26012018,2018,Dwelling,E05013501,Harlesden & Kensal Green,521950,183550,Willesden
010695-26012018,2018,Dwelling,E05013575,Northwood Hills,510150,190550,Ruislip
010710-26012018,2018,Other Residential,E05011110,Peckham,533750,177150,Peckham
010742-26012018,2018,Other Residential,E05013503,Kilburn,525150,183850,West Hampstead
010875-26012018,2018,Dwelling,E05013707,Junction,529050,187250,Kentish Town
010919-26012018,2018,Dwelling,E05013630,Burnt Oak,520650,191450,Mill Hill
011036-27012018,2018,Dwelling,E05013701,Canonbury,532750,184750,Islington
011044-27012018,2018,Dwelling,E05014117,Vauxhall,530650,178050,Lambeth
011069-27012018,2018,Dwelling,E05011486,Thornton Heath,532750,169150,Norbury
011138-27012018,2018,Dwelling,E05011462,Addiscombe East,534250,166750,Woodside
011173-27012018,2018,Dwelling,E05013505,Northwick Park,517050,186350,Wembley
011177-27012018,2018,Dwelling,E05009368,CAZENOVE,534350,187150,Stoke Newington
011223-27012018,2018,Dwelling,E05014101,Clapham Park,529850,173850,Clapham
011324-27012018,2018,Dwelling,E05013602,Tottenham Hale,533950,190150,Tottenham
011341-27012018,2018,Dwelling,E05009385,STOKE NEWINGTON,533950,185750,Stoke Newington
011374-27012018,2018,Dwelling,E05009389,BROMPTON & HANS TOWN,527750,179050,Chelsea
011399-27012018,2018,Dwelling,E05013624,Hounslow West,513050,175850,Heston
011409-27012018,2018,Dwelling,E05009395,EARL'S COURT,525150,178350,Kensington
011446-28012018,2018,Dwelling,E05013997,Farnborough & Crofton,545150,165650,Orpington
011455-28012018,2018,Dwelling,E05011462,Addiscombe East,534750,166550,Woodside
011480-28012018,2018,Other Residential,E05009399,NOTTING DALE,523950,181150,North Kensington
011493-28012018,2018,Dwelling,E05013748,Shepherd's Bush Green,523850,180350,North Kensington
011495-28012018,2018,Other Residential,E05009308,PORTSOKEN,533550,181350,Whitechapel
011502-28012018,2018,Dwelling,E05013576,Pinkwell,508250,179150,Hayes
011558-28012018,2018,Dwelling,E05013985,Squirrel's Heath,552650,189050,Hornchurch
011560-28012018,2018,Dwelling,E05011468,Fairfield,532650,164950,Croydon
011617-28012018,2018,Dwelling,E05014105,Kennington,531150,177950,Lambeth
011640-28012018,2018,Other Residential,E05013767,Sutton South,525750,163450,Sutton
011667-28012018,2018,Dwelling,E05014062,Goresbrook,547950,183950,Barking
011676-28012018,2018,Dwelling,E05013989,Biggin Hill,541950,159250,Biggin Hill
011683-28012018,2018,Dwelling,E05013979,Rainham & Wennington,553750,183350,Wennington
011719-28012018,2018,Dwelling,E05009322,Bromley South,537650,182150,Poplar
011723-28012018,2018,Dwelling,E05014028,Wandsworth Town,525850,174250,Wandsworth
011736-28012018,2018,Dwelling,E05013756,Carshalton Central,527050,164050,Wallington
011768-28012018,2018,Dwelling,E05009376,HOMERTON,535450,185350,Homerton
011786-28012018,2018,Dwelling,E05013499,Cricklewood & Mapesbury,523250,185350,Willesden
011790-29012018,2018,Other Residential,E05013943,St. Mark's & Seething Wells,519150,167950,Surbiton
011799-29012018,2018,Dwelling,E05013705,Hillrise,529750,187450,Holloway
011858-29012018,2018,Dwelling,E05014057,Becontree,547250,186950,Dagenham
011883-29012018,2018,Dwelling,E05014080,Greenwich Creekside,537650,177850,Deptford
011885-29012018,2018,Dwelling,E05009386,VICTORIA,535050,184150,Homerton
011905-29012018,2018,Dwelling,E05013825,Village,523550,172550,Wandsworth
011979-29012018,2018,Dwelling,E05014094,Woolwich Dockyard,542450,179250,East Greenwich
012014-29012018,2018,Dwelling,E05013569,Hayes Town,510150,179950,Hayes
012049-29012018,2018,Dwelling,E05013944,Surbiton Hill,518750,167350,Surbiton
012050-29012018,2018,Dwelling,E05013507,Queens Park,522750,182950,North Kensington
012097-29012018,2018,Dwelling,E05013534,Perivale,516850,183050,Wembley
012100-29012018,2018,Dwelling,E05009327,Mile End,536650,182550,Bethnal Green
012132-29012018,2018,Dwelling,E05013761,St. Helier East,526850,167150,Mitcham
012140-29012018,2018,Dwelling,E05011243,Fullwell,543350,190650,Hainault
012176-30012018,2018,Dwelling,E05009323,Canary Wharf,537050,179150,Millwall
012241-30012018,2018,Dwelling,E05013695,Whitewebbs,533050,199750,Enfield
012328-30012018,2018,Dwelling,E05013741,Hammersmith Broadway,523450,178250,Hammersmith
012377-30012018,2018,Dwelling,E05009379,KING'S PARK,536050,185350,Homerton
012388-30012018,2018,Other Residential,E05013798,Lancaster Gate,526450,180950,Paddington
012400-30012018,2018,Dwelling,E05013569,Hayes Town,510250,180050,Hayes
012430-30012018,2018,Dwelling,E05013767,Sutton South,526350,163550,Sutton
012496-30012018,2018,Dwelling,E05013543,Canons,518850,191750,Stanmore
012528-30012018,2018,Dwelling,E05013967,Beam Park,550650,183450,Wennington
012557-30012018,2018,Dwelling,E05013926,Wall End,542650,183750,East Ham
012558-30012018,2018,Dwelling,E05013944,Surbiton Hill,518350,167250,Surbiton
012563-30012018,2018,Dwelling,E05013532,Northolt West End,511650,182850,Southall
012578-30012018,2018,Dwelling,E05013640,Friern Barnet,527850,193350,Southgate
012615-31012018,2018,Dwelling,E05013508,Queensbury,519150,189650,Stanmore
012616-31012018,2018,Dwelling,E05013991,Bromley Town,539750,169550,Bromley
012620-31012018,2018,Other Residential,E05013640,Friern Barnet,527950,191950,Finchley
012634-31012018,2018,Dwelling,E05014028,Wandsworth Town,526150,174250,Wandsworth
012638-31012018,2018,Dwelling,E05011479,Selhurst,533050,167150,Croydon
012660-31012018,2018,Dwelling,E05013636,East Finchley,526950,189850,Finchley
012663-31012018,2018,Dwelling,E05014029,West Hill,524050,173650,Wandsworth
012685-31012018,2018,Dwelling,E05014060,Eastbury,546750,184050,Barking
012686-31012018,2018,Dwelling,E05013648,West Finchley,525250,191350,Finchley
012704-31012018,2018,Dwelling,E05014066,Northbury,543750,184750,Barking
012735-31012018,2018,Dwelling,E05013631,Childs Hill,524750,186650,West Hampstead
012834-31012018,2018,Dwelling,E05014105,Kennington,531450,178550,Lambeth
012848-31012018,2018,Dwelling,E05014099,Clapham Common & Abbeville,528950,174150,Clapham
012888-31012018,2018,Dwelling,E05013665,Kilburn,526050,183950,West Hampstead
012908-31012018,2018,Dwelling,E05014090,Thamesmead Moorings,546950,180750,Plumstead
012920-31012018,2018,Dwelling,E05013565,Charville,509550,182650,Hillingdon
012935-31012018,2018,Dwelling,E05013601,Tottenham Central,532950,189750,Tottenham
012957-31012018,2018,Dwelling,E05011098,Chaucer,532050,179150,Dowgate
012996-01022018,2018,Dwelling,E05013890,Hatch Lane & Highams Park North,539850,192250,Woodford
013000-01022018,2018,Dwelling,E05013633,Colindale South,521150,189850,Mill Hill
013028-01022018,2018,Dwelling,E05009369,CLISSOLD,532850,185750,Stoke Newington
013033-01022018,2018,Dwelling,E05013591,Hermitage & Gardens,532750,188050,Tottenham
013109-01022018,2018,Dwelling,E05013809,Westbourne,526050,181750,Paddington
013132-01022018,2018,Dwelling,E05014096,Brixton North,530850,175750,Brixton
013134-01022018,2018,Dwelling,E05013653,Bloomsbury,530150,182250,Euston
013151-01022018,2018,Dwelling,E05013743,Munster,524550,176950,Fulham
013241-01022018,2018,Dwelling,E05014060,Eastbury,547450,183950,Barking
013259-01022018,2018,Dwelling,E05011253,Valentines,543150,186850,Ilford
013274-01022018,2018,Dwelling,E05011231,Slade Green & Northend,551750,176450,Erith
013288-01022018,2018,Dwelling,E05013750,Wendell Park,522050,179250,Chiswick
013326-01022018,2018,Dwelling,E05013978,Mawneys,550150,190350,Romford
013336-01022018,2018,Dwelling,E05013644,High Barnet,523450,195850,Barnet
013352-01022018,2018,Dwelling,E05013580,Uxbridge,506350,184250,Hillingdon
013373-01022018,2018,Dwelling,E05013684,Jubilee,534850,194650,Edmonton
013423-02022018,2018,Other Residential,E05013709,Mildmay,532450,185450,Islington
013434-02022018,2018,Dwelling,E05011489,Woodside,534650,167550,Woodside
013487-02022018,2018,Dwelling,E05009382,SHACKLEWELL,533350,185350,Stoke Newington
013497-02022018,2018,Dwelling,E05013505,Northwick Park,515850,186050,Wembley
013525-02022018,2018,Dwelling,E05014111,Stockwell West & Larkhall,529750,176350,Clapham
013531-02022018,2018,Dwelling,E05014106,Knight's Hill,531250,171750,West Norwood
013549-02022018,2018,Dwelling,E05011464,Bensham Manor,532050,168550,Norbury
013551-02022018,2018,Dwelling,E05013600,Stroud Green,531350,187750,Holloway
013569-02022018,2018,Dwelling,E05013612,Cranford,511350,176050,Feltham
013578-02022018,2018,Dwelling,E05013913,Green Street East,541550,184050,East Ham
013600-02022018,2018,Dwelling,E05013694,Upper Edmonton,534850,192050,Edmonton
013675-02022018,2018,Other Residential,E05013729,Perry Vale,536750,173150,Forest Hill
013782-02022018,2018,Dwelling,E05013718,Crofton Park,536250,173950,Forest Hill
013812-02022018,2018,Dwelling,E05014080,Greenwich Creekside,538050,177650,Greenwich
013814-02022018,2018,Dwelling,E05013500,Dollis Hill,521850,186850,Willesden
013908-03022018,2018,Other Residential,E05011102,Faraday,532650,177750,Old Kent Road
014035-03022018,2018,Dwelling,E05013630,Burnt Oak,520650,190850,Mill Hill
014095-03022018,2018,Dwelling,E05011115,St. Giles,532850,177450,Peckham
014108-03022018,2018,Dwelling,E05013500,Dollis Hill,521850,186850,Willesden
014118-03022018,2018,Dwelling,E05013660,Haverstock,528050,184450,Kentish Town
014132-03022018,2018,Dwelling,E05011098,Chaucer,532450,179650,Dowgate
014142-03022018,2018,Dwelling,E05009380,LEA BRIDGE,535250,186050,Homerton
014177-03022018,2018,Dwelling,E05014067,Parsloes,547550,185350,Dagenham
014198-03022018,2018,Dwelling,E05013648,West Finchley,525650,191350,Finchley
014203-03022018,2018,Dwelling,E05011219,Bexleyheath,549350,175350,Bexley
014231-03022018,2018,Dwelling,E05013646,Totteridge & Woodside,525350,192650,Finchley
014284-03022018,2018,Dwelling,E05014085,Middle Park & Horn Park,540550,173750,Lee Green
014298-03022018,2018,Dwelling,E05013675,Bullsmoor,535350,198950,Enfield
014338-04022018,2018,Dwelling,E05013521,Ealing Common,518950,179450,Acton
014419-04022018,2018,Dwelling,E05013976,Hylands & Harrow Lodge,552850,186950,Hornchurch
014426-04022018,2018,Dwelling,E05013827,West Barnes,523150,167950,New Malden
014442-04022018,2018,Dwelling,E05013699,Bunhill,532350,182550,Shoreditch
014458-04022018,2018,Dwelling,E05009378,HOXTON WEST,532750,182950,Shoreditch
014466-04022018,2018,Dwelling,E05013558,Roxbourne,513050,186450,Northolt
014467-04022018,2018,Dwelling,E05011253,Valentines,543250,187250,Ilford
014478-04022018,2018,Dwelling,E05009372,HACKNEY CENTRAL,534650,185250,Homerton
014482-04022018,2018,Dwelling,E05013815,Graveney,528850,170050,Mitcham
014492-04022018,2018,Dwelling,E05013944,Surbiton Hill,517850,167050,Surbiton
014505-04022018,2018,Other Residential,E05013606,Bedfont,508350,173550,Feltham
014526-04022018,2018,Dwelling,E05013702,Clerkenwell,530850,182950,Euston
014542-04022018,2018,Other Residential,E05013987,Beckenham Town & Copers Cope,536950,169350,Beckenham
014573-04022018,2018,Dwelling,E05009375,HAGGERSTON,533950,183750,Shoreditch
014591-04022018,2018,Dwelling,E05009376,HOMERTON,535550,184950,Homerton
014666-04022018,2018,Dwelling,E05013506,Preston,517550,186750,Wembley
014667-04022018,2018,Dwelling,E05009399,NOTTING DALE,524050,180750,North Kensington
014718-04022018,2018,Other Residential,E05009402,REDCLIFFE,525750,178350,Kensington
014722-04022018,2018,Dwelling,E05009336,Whitechapel,534950,181650,Shadwell
014723-04022018,2018,Dwelling,E05011245,Hainault,545150,191950,Hainault
014761-05022018,2018,Dwelling,E05013748,Shepherd's Bush Green,523750,180250,North Kensington
014778-05022018,2018,Dwelling,E05009328,Poplar,537250,180950,Poplar
014857-05022018,2018,Dwelling,E05013723,Grove Park,540650,172350,Lee Green
014907-05022018,2018,Dwelling,E05011469,Kenley,531550,159150,Purley
014951-05022018,2018,Dwelling,E05014094,Woolwich Dockyard,542650,178950,East Greenwich
014975-05022018,2018,Dwelling,E05013715,Blackheath,539450,175250,Lee Green
014983-05022018,2018,Dwelling,E05009334,Stepney Green,535350,181650,Shadwell
015003-05022018,2018,Dwelling,E05011467,Crystal Palace & Upper Norwood,532150,170950,West Norwood
015009-05022018,2018,Dwelling,E05009370,DALSTON,533850,185050,Stoke Newington
015025-05022018,2018,Dwelling,E05013517,Willesden Green,523450,185150,Willesden
015028-05022018,2018,Dwelling,E05013534,Perivale,516450,183650,Wembley
015032-05022018,2018,Dwelling,E05013567,Eastcote,511250,188350,Ruislip
015051-05022018,2018,Dwelling,E05009391,CHELSEA RIVERSIDE,526650,177450,Chelsea
015059-05022018,2018,Dwelling,E05014084,Kidbrooke Village & Sutcliffe,539850,175150,Lee Green
015091-05022018,2018,Dwelling,E05013910,East Ham South,542850,182350,East Ham
015139-06022018,2018,Dwelling,E05011116,South Bermondsey,533350,178650,Old Kent Road
015154-06022018,2018,Dwelling,E05013882,Cann Hall,538950,185850,Leytonstone
015159-06022018,2018,Dwelling,E05009400,PEMBRIDGE,525250,180550,Kensington
